,review,negative,positive
827,"Cette comédie est très triste. Il est rare que les téens-mous soient de grands succès, et cette fois, le côté pseudo-philosophique/onyrique du film est certainement une erreur! 100 Girls (2001) est une immunisation pleine de dialogues si consternés les uns les autres, menés par des acteurs ridicules qui n'ont même pas plus d'estime pour eux-mêmes, aucun amour-propre (étant donné comment ils sont mis en scène, il n'y a aucun doute à ce sujet). Le scénario est d'une faiblesse profonde qui depuis le premier quart d'heure nous sape la morale. Meublé par une voix over débilitante où beaucoup de clichés s'accumulent inlassablement, Michael Davis obtient ici, ce que nous pourrions qualifier d'argile cinématographique, vulgaire, ininteressante et pathétiquement nauséabonde.",1,0
828,"Les rêves sont encore plus beaux quand ils sont partagés en profondeur, et là est le néant. Ici, les sujets traités ne sont que le hasard, la chance de réaliser leurs rêves. Par conséquent, la scène est complètement émue et écrasée de rebonds, et j'espère qu'il a compris l'ironie. On soupçonne que le directeur n'a pas fait à propos de ces sujets. Ici, les sujets traités n'est que le hasard, la chance de réaliser leurs rêves. Ainsi, la scène est complètement émue d'eux et submergés de rebonds, et j'espère que vous avez compris l'ironie. On soupçonne que le directeur n'a pas fait à propos de ces sujets. Le directeur n'a pas fait exprès les mêmes sujets. Kuno Becker, ne peut vraiment rien du tout et ne sauve en rien sa personne caricature de qui rêves pleins la tête et de qui est un vrai joueur qui change les matchs à sa manière par des prouesses techniques remarquables. (En passant, ils sont très peu dans le monde à réaliser toutes les deux minutes dans un personnage de sexe, Je ne veux rien en personne en personne en personne, Zine en personne en même.",1,0
829,"Bien que le casting est intéressant et la bonne mise en scène ne peut pas être dit que Les Brutus dans la ville soit un succès est en grande partie en raison de son histoire qui est mal racontée, il est souvent confus et sans effet. Mais vous avez droit à certains moments non désagréables dans le genre.",1,0
830,"Une mauvaise adaptation! Souhaitant être libre et inaltérable sur scène est une optique intéressante mais pas au détriment de la source d'inspiration. La pièce est longue à l'origine, ils ont réussi à en faire un film qui semble interminable et indigeste. Quant à Omar S... que son interprétation est douloureuse et scolaire.",1,0
831,"Si c'est un premier long métrage, Michael Goldblach montre quelques bonnes idées prometteuses du point de vue visuel et l'histoire n'est pas...",1,0
832,"Un film assez peu convaincant, des combats de bas, pas dans le film de culte de Jackie.",1,0
833,"Litvak et Veber, une combinaison fantastique! Both Litvak and Serge Veber are once again a fantastic combination. Un film ne peut pas manquer A film not to be missed. So French!",0,1
834,"Très bon film sur un jeune délinquant en permission de deux jours pour aller au mariage de son frère... Il rencontre évidemment son groupe d'amis, sa petite amie, évidemment tout ne va pas bien se passer... Le scénario bien écrit et une mise en scène au plus proche des personnages nous plonge dans le cœur des tourments de chacun. Le passage d'un adolescent hors du monde vers la maturité d'un monde violent et sans concessions. Traité avec intelligence voici un beau film à conseiller.",0,1
835,"Film de culte générationnel pour une génération à examiner rapidement, le ""suite-reboot"" est prévu pour l'été 2017. Le scénario est semé de découvertes extraordinaires qui s'approprient avec un certain génie les envies et les peurs de nos enfances. Il n'y a pas de temps mort, un rythme drôle et amusant même si elle crée des incohérences ici. Robin Williams s'amuse comme un enfant à Robinson Crusoe qui n'a pas été vu grandir.",0,1
836,Je ne suis pas convaincu de ce film malgré la présence de ces bons acteurs. J'ai trouvé la scène un peu lent et le manque de simplicité ne me fait pas exciter quand l'histoire si intelligente,1,0
837,"""Oblivion"" est un film de science-fiction qui mérite que nous nous intéressons vraiment! Bien sûr, cette fois la belle partie se fait Tom Cruise qui porte le film lui-même à lui-même et même un peu trop... Cependant, nous nous adhérons rapidement à ce héros dans la mesure où nous voulons connaître son histoire étonnante qui émerge lentement en nous révélant beaucoup de surprises! En fait, ici persiste un côté intimiste et très personnel dans ce scénario où le nombre de personnages est limité pour concentrer toute l'attention sur son aventure! Et c'est cet aspect qui distingue cette réalisation des autres du même type d'autant plus que le couple qui forme Jack avec Victoria est plus qu'intrigant, et cela grâce à un script intelligent et habile dont le retour de situation imprévu fait ici un côté intimidant et très personnel dans ce scénario où le nombre de personnages est limité pour concentrer toute l'attention de l'autre genre sur son aventure! Et c'est précisément cet aspect qui distingue cette réalisation des autres du même type, d'autant plus que le couple qui forme Jack avec Victoria est plus d'histoire imprimiste mys mystèrestèrestèrestre intrigante et d'un bout de mystre d'un bout de mystère intrigant, grâce justement",0,1
838,"Un journal amer et un peu flou, mais qui tire un vrai talent.",1,0
839,"Un suspense merveilleusement orchestré par Alfred Hitchcock, où l'art de la contrepie est utilisé avec brio. Un premier coup de théâtre qui sonne comme un premier coup de génie après trois quarts d'heure de film, puis une enquête policière passionnante, qui se manifeste dans un jeu difficile du chat et de la souris. C'est dans cette deuxième partie que le spectateur se place presque du côté du coupable, comme si la réalisation du crime parfait était un fantasme. La procédure utilisée sert évidemment à merveille un suspense à la fois joueur et efficace. Enfin, le véritable retour de force qu'il effectue ici Hitchcock est de voir que le défaut du plan est finalement son implacable logique. Par conséquent, le film se termine dans un second tour de situation, assez inattendu et qui met en évidence toute la malice d'un directeur en plein domaine des codes du genre.",0,1
840,"Nekfeu est certainement un grand avenir, nous l'avons découvert grâce à ce film, porté devant Catherine Deneuve comme veuve blessée et mère love pleurée.",0,1
841,"Ce drame de Daniel Algrant est un drame. Les acteurs sont convaincants, surtout sur l'affiche du film Al Pacino, Ryan O'Neal ou même Kim Basinger. Cependant, la scène est compliquée et ne capte pas tout l'intérêt du film, on ne comprend pas non plus toute l'histoire. En bref, c'est un film qui aurait mérité d'être un peu clarifié, 06 / 20.",1,0
842,"Le réalisateur passe près de cinquante minutes à développer ce qui aurait pu se passer avant le début de l'histoire même de La Reine des pommes. Une procédure à la fois intéressante et ennuyeuse, puisqu'on attend un peu que le film commence. L'équipe s'accorde à montrer une Imabelle plus sensible que manipulatrice professionnelle et un Goldy non déguisé du tout en femme (et qui ne meurt même pas pendant que nous y sommes). Forest Whitaker, à qui, malheureusement, on confie souvent des rôles de bienfaits/gentils en raison de sa légère diffamation, joue parfaitement le réconfort, même si ce n'est pas sa meilleure performance. Le film déformé par le côté Harlem créée et mal-famé et ne montre son visage (casi-faux d'autre part) joyeux, dansant, colorée et certainement pas ségrégationniste, ce qui trahit non seulement l'un des intérêts principaux de la bulle, mais surtout sur le fond général du livre et sa raison d'être.",1,0
843,Un film très doux et relaxant... un moment d'émotion sans revendiquer... un moment de poésie.,0,1
844,"""Le témoin du mal"" (1997) est un thriller fantastique, dans lequel il se trouve trop fantastique et pas assez thriller... La révélation se produit trop tôt, et le twist final laisse à désirer. Trop de scènes répétitives, quand les personnages ""jouent au chat,"" surtout. Denzel Washington fait ce qu'il peut, mais le script est trop mince et assez bancal.",1,0
845,"Un conseil ne va pas voir ça, c'est de la merde et sans aucun intérêt, avec ma femme, on est partis avant que la fin ne soit si insupportable.",1,0
846,"Le film surévalué par excellence... Où est l'histoire?! Quelle est l'intrigue?! Un casting de 4 étoiles obtenu par le nom de Techine mais certainement pas à cause du script. 45 minutes avant que quelque chose ne se produise et 1h (!!!!!!) avant que ce qui nous intéresse ne se produise... Le premier tiers de la troisième partie du film ne sert à rien, le placement des personnages est trop long et 3/4 scènes purement inutile pour la compréhension de la suite. Un gaspillage prétentieux où en réalité il n'y a pas beaucoup de choses.",1,0
847,Très bon dessin animé basé sur une histoire fabuleuse avec une très belle chorégraphie. Tout est un excellent divertissement où l'humour et l'aventure font bon ménage.,0,1
848,"Un très bon film qui fait le portrait d'une famille israélienne en deuil dont les amertumes, les conflits apparaissent dans les 7 jours du deuil. Très bons acteurs pour un thème ""portrait-de-famille.""",0,1
849,"En dehors de la catégorie, on ne joue pas. C'est de l'art!",0,1
850,"Une étudiante est assassinée en bas de sa maison. 38 personnes ont vu ou entendu ses cris d'angoisse, de peur, de désarroi. Cependant, aucun n'est intervenu, aucun n'a averti la police. Pourquoi? À travers ce fait divers sordide, le directeur nous plonge dans la psychologie de ces 38 témoins et nous amène à réfléchir sur nous-mêmes: aurions-nous agi? Aurions-nous évité la mort d'une innocente?",0,1
851,Ce film est un vrai navet. Heureusement je l'ai loué en dvd pour pouvoir avancer rapidement et juste regarder la fin par curiosité. Film ennuyeux. FOUR!,1,0
852,"Il ne fait aucun doute qu'à Tarantino il y a des quart d'heures entières de dialogues, références, ironie et pour finir de l'ultra-violence (les fondements de tarantino), le grand casting et mention spéciale de Christoph Waltz invétérable dans son rôle de chasseur de juif. Ce film revive l'histoire avec intelligence. Un chef-d'œuvre (comme tous ses films de maçon, tarantino n'a jamais fait un mauvais film)",0,1
853,"L'un des films les plus larges de la filmation de Charlie Chaplin, dans lequel Charlot laisse de la place à d'autres personnages pour une fois: la fleuriste aveugle et le millionnaire excentrique, deux figures dont le héros vagabond dépend particulièrement... Si on exclut le Kid joué par Jackie Coogan dix ans plus tôt les personnages de City Lights sont les seuls héros caplines qui montrent que le réalisateur n'essayait pas systématiquement d'en sortir la couverture, et même de captinaner. Malgré un prologue un taninet raté préfigurant la charabia finale des Temps Modernes, City Lights marque un premier accomplissement dans la carrière de Chaplin: la maîtrise totale du cinéma muet, dans le sens du cinéma visuel. A travers une narration formée d'intertitres laconiques et symbolisme poétique le cinéaste réussit à raconter son histoire par les images elles-mêmes, en n'oubliant pas de faire son personnage emblématique de The Tramp, il lui donne naissance d'un film de la maîtresse et de sa maîtresse.",0,1
854,"Démineurs est un film de guerre, ou plutôt Démineurs est la guerre. Il n'y a pas d'intrigue secondaire, ni pseudo romance. Seule la guerre, terrifiante, violente, mais aussi euphorique. On sent parfaitement toute la tension pendant les scènes de déminage.La réalisation est de très haut niveau, les scènes de combat sont faites très bien, l'action est fluide. Enfin, un film d'action où les plans durent plus de 2 secondes! L'action est très facilement compréhensible. Ce film est donc un grand succès, peut-être souffre d'un certain essai mais qui importe. Ce film a pour ambition de mettre le spectateur sur la peau d'un démineur et c'est tout à fait réussi. En sortant du film, il se sent qu'il a pris un mur sur la tête si le suspense est contrôlé. Démineurs est plus qu'un film, c'est tout simplement la réalité!",0,1
855,"Film de 1938 qui a évidemment vieilli un peu mais qui reste une grande défense contre la guerre montrant d'abord dans la première partie des hommes brisés et détruits pendant quatre ans dans les tranchées de la Grande Guerre. Ensuite, à travers l'acteur principal victorieux français remarquable fait un appel désespéré à la paix et une exigence contre les politiques de l'époque à la veille de la Seconde Guerre mondiale. Dans la dernière scène où les morts de Verdun avec de vraies bouches cassées, sortent de leurs tombes pour empêcher la guerre, il est devenu une scène de culte. La note de 3.1 est vraiment faible...",0,1
856,"Je ne plaisante pas, l'histoire a l'air fausse et croustillante.",1,0
857,"une comédie sympathique, amusante avec une touche de morale sur l'egoisme et la camaraderie, un bon divertissement",0,1
858,"Tournant comme un clip des 90's, une comédie vampire très cheap et très limitée mais à l'énorme capitale sipathie parce qu'il ne prend pas au sérieux une seconde et qu'il peut se vanter d'avoir une belle broche de rockstars à son générique. Ensuite, il est vrai qu'il est rapidement oublié.",1,0
859,"I Drink Your Blood est entré dans la postérité non pas en raison de sa scène'scarizable' mais grâce à ses séquences goures. On apprend ainsi que, dès 1970, les maquilleurs (Irvin Carlton, ici) savaient comment donner de la sueur froide aux têtes bien pensées. Bébés De Sang est le même type de production sans l'argent: décorations naturelles dans la forêt du coin, comiques de la quatrième zone, dialogues effrayants, histoire sans intérêt... A cela s'ajoute un montage chaotique dans le 'Director's Cut' qui voit des scènes se tiendront singulièrement. Mais dans le téléchargement de I Drink Your Blood, le film a été censuré et il y aurait plusieurs versions de ce méthylado culte. David E. Durston, le cinéaste, n'a pas le talent d'un Hooper temps pour jouer dans l'ambiance, alors le monsieur décide de pousser les limites du p'e chauble dans le p'e chau chauchut chauje dans le chat chautha chaut",1,0
860,"Comme je ne raccroche plus avec le film Le Contrat, le réalisateur John Irvin ne m'enchante pas non plus avec ce policier de Chicago, casting avantageux Patrick Swaze, Liam Neeson et Helen Hunt, mais cela ne change pas la faiblesse du long métrage, histoire de vengeance personnelle bien platonique, est simplement surplace, sauf légèrement vers la fin ou nous sommes face à un règlement de comptes dans un cimetière ou Swazy tire avec arc à flèche est déjà limite et le pire est toujours installé sous une musique très ennuyeuse.",1,0
861,"Inquiet et spectaculaire. Un documentaire passionnant qui continue comme un thriller tendant à l'horreur quand on voit ceux éclairés en puissance qui sont créés dans ces camps de vacances évangéliques. On évite simplement d'oublier qu'il s'agit d'un phénomène très marginal, aussi inquiétant qu'il soit.",0,1
862,"Amusant, inventif, graphiquement magnifique, et surtout MAGIQUE! Ce film a tout pour plaire aux petits (mes neveux de 6 et 10 ans ont adoré!) et aux parents parce que Lou et Kai nous emmènent dans leur danse dingue! La musique porte l'âme, mais surtout nous nous moquons beaucoup, et nous sortons heureux!",0,1
863,Un film à voir pour comprendre comment la découverte de l'Amérique s'est développée sans tomber dans le film quiantisima comme il était vague avec d'autres films qui abordaient le sujet. On découvre des personnages de l'histoire avec un grand H autres que Christophe Colomb et qui ont été des hommes importants. Le fait que dans le film il y a plusieurs histoires ajoute un peu de piment à l'histoire.,0,1
864,"Après Color Purple et Ghost, Whoopi Goldberg a tourné presque seulement en navets. Ce film est l'un d'entre eux. Ce film est mal joué, l'histoire est ridicule et les dinosaures sont très mal faits. Un énorme navet à oublier illique!",1,0
865,"En 1999""Destination finale"" (qui a depuis donné naissance à trois petits) avait l'honorable tâche de renouveler le grand guignol,mobilisé par ""Scream"" à l'époque.Un bon plan pour faire de la Mort,une menace latente mais intangible, se manifestant sous forme de catastrophes domestiques a priori.Aucun besoin d'effets spéciaux spectaculaires,mais de bons vieux bricolages pyrotechniques à l'ancienne.Du travail d'artisan pour un thriller horrifique, parfaitement calibré.Même trop,car une fois passé le coup de théâtre initial dans l'avion,le film prend des routes balistiques où les sept survivants deviennent victimes à leur tour.Dans leur cœur, un lycée angoissé avec des prémonitions morbides, qui tente d'empêcher la grande farce d'agir,avec perte.Il n'est évidemment pas nécessaire d'influencer le destin promis à chacun.Certains moments de tension font bien la frasure,et c'est d'une efficacité certaine (en particulier la séquence du train) qu'il essayait d'empêcher la grande série d'adopter une série.",1,0
866,"Magnifique film de genre. Quel plaisir de nous rencontrer à l'époque de ces musiciens talentueux. Film rare pour une allusion rare de la musique de la renaissance. Marielle est merveilleuse en esteto incorruptible. La musique avant tout, avant d'être le même. C'est beau et quel univers passionnant",0,1
867,Un bon dessin animé avec des personnages très amusants!,0,1
868,"Un rappel de la vie de l'auteur de "" Dominique nique-nic "" qui devient rapidement ennuyeux après la première demi-heure malgré la belle présence de Cecile de France.",1,0
869,"L'une des plus grandes tongs que j'ai prises de ma vie, un film à voir et à montrer... nous amène à réfléchir plus sur la façon dont nous traitons l'Afrique... un film grotesque, dur et atrocement réel... un très grand...",0,1
870,"Les enfants du vent, c'est une réalisation exemplaire. Difficile de trouver une illustration si imparfaite du navet. Cinisme à part, ce film est une torture visuelle et morale, un tourment, une agonie qui transforme 1h30 en une éternité. Il pourrait entrer dans les détails, en disant que les acteurs, les dialogues, le script, entre autres, sont une insulte aux spectateurs, mais en réalité, s'incarner pour répandre la médiocrité de ce film ne servirait à rien, autant que je le regarde assez. Honnêtement, pour voir, ce film s'inspire des plus grandes nanas de l'histoire du cinéma. Pira, peut-être même les dépasse. Bienvenue dans la famille et ici la sortie!",1,0
871,"Oeuvre baroque, démesurée, parfois insupportable, toujours inspirée, Les Diables de Ken Russell constitue jusqu'à présent l'un des meilleurs tracts contre le fanatisme, quelle que soit sa forme. Clarément anticlérical, peuplé de visages drôles et décorés farcis, Les Diables est de ces films qui entrent sans honte dans le fléau de la bien-pension bourgeoise. Visuellement impressionnant, presque expressif après l'heure, une fois de plus et toujours d'actualité pour un spectateur du XXIe siècle, le film-fare de Ken Russell se trouve à mi-chemin entre le discours retenu d'un Dreyer et l'outrance stylistique d'un Bertolucci... Bien qu'il puisse se libérer de toute comparaison, tant sa liberté de votre défiait toute analogie réductive. Le dernier quart d'heure vaut à lui seul le visionnage, espèce de chemin de croix évoquant le Golgotha de l'Homme de Nazareth, débrouillant de son film infernal mais finalement indispensable.",0,1
872,"""Lulu femme nue"" est un film étrangement divisé en deux. Tout d'abord, il y a une histoire tendre et surprenante entre deux acteurs cools (Bouli Lanners et Karin Viard), où on voit aussi dans le second plan des personnages originaux et particulièrement attrayants. Et puis, tout à coup, il est fini de décorer: il est fini avec Bouli Lanners et voici la très amusante Claude Gensac qui apparaît. Le problème n'est pas l'actrice, mais ce qu'elle raconte. Les préoccupations de cette dernière sont, en effet, peu intéressantes et leur relation avec Lulu est aussi peu embelliante. Certaines scènes sont grossièrement caricatures, la scène de moins en moins audacieuse et la mise en scène parfois très maladroite. La fin est un exemple parfait d'allergie au courage et, par conséquent, désarmant de simplicité. Si seulement il faut tenir compte du positif, les trois belles quarts d'heure et une direction d'acteurs de haut niveau seront gardés.",1,0
873,"Pour moi, un voyage en trois temps, difficile à dire plus sans spoiler. Bon comédiens, un univers visuel travaillé et coloré, et un scénario intelligent, qui m'a mené un moment à un sentiment déjà vu, j'ai poursuivi la vision du coup sans grandes attentes, et puis ils m'ont surpris et ont embarqué jusqu'à la fin.",0,1
874,"Film d'arts martiaux, ""Firepower"" est une petite série B qui sent bien le nar avec ses dialogues, le jeu des acteurs et une réalisation qu'il laisse à désirer. Par conséquent, les luttes représentent le seul intérêt du film bien qu'à long terme, ces derniers finissent par être tous semblables. En plus de cela, les œuvres de JC Van Damme sont des succès.",1,0
875,Toute la folie! Une chose que seuls les hispaniques peuvent nous faire sortir. Une palette de personnages de haute couleur qui sont fatigués de se laisser emporter et qui deviennent fous et ce n'est qu'un plaisir pour le spectateur! Nous passons un moment très amusant devant cette comédie absurde totalement délirante.,0,1
876,"Un excellent western, très bien fait par Kevin Costner!",0,1
877,"Je m'attendais à tout sauf ça... connaissant l'anime et la manche, j'ai pensé plus à un scénario stuyle bataile épique comme les autres critiques... mais il a eu la chance de me toucher à ce que les croyants appellent ""la femme"" le seul ""défant"" que je pourrais trouver dans cette adaptation est la très petite vitesse de l'action, même après que je suis très peu émotionnel cela a réussi si l'exploit de me donner un frisson, que je dois dire est comme ceux que j'ai ressenti dans l'anime... et seulement pour CA... son valant ses quatre points:-)",0,1
878,"Pour son premier long métrage, Pierre-Emmanuel Le Goff signe une œuvre authentique, poétique et singulier! Des images impressionnantes, rythmées par un groupe original exquis et des citations de Saint-Exupéry! Un film merveilleux, rempli de clin d'œil aux immenses Kubrick, Malick et Tarkovski...",0,1
879,"Biopic laborieux sur la genèse et le tournage difficile de "" Psycho,"" dans la scène sans jeu (le directeur britannique, Sacha Gervasi, est cependant le premier auteur - "" Le Terminal "" de Spielberg, par exemple - c'est vrai, c'est un autre qu'il a écrit) et dans la réalisation standard. Quel pauvre hommage au grand "" Hitch ""! Anthony Hopkins devient une limite mauvaise sur le papier-titre, en tout cas pas un moment crédible. Helen Mirren s'en sort mieux en collaborant avec l'ombre et se marie à tout terrain (sauf qu'il ne ressemble pas du tout à la véritable Alma). Scarlett Johansonn et Jessica Biel jouent les utiles avec grâce, Toni Collette avec les lunettes sévères de l'assistante parfaite. Nous ne nous ennuyons pas beaucoup, mais nous ne nous ennuyons pas et nous ne nous passionnons jamais comme il devrait pour le travail créatif du cinéaste.",1,0
880,Un très bon film sur l'adultère avec Isabelle Caré. Un très bon drame émouvant avec de bonnes actrices talentueuses.,0,1
881,"43 ans après le film avec John Wayne, The Alamo nouvelle version ne rougit pas. Descendu par les critiques de presse que je considère trop sévère, ce long métrage est assez réussi dans l'ensemble. Les acteurs sont bien choisis et les scènes d'action sont spectaculaires. Ce n'est certainement pas un chef-d'œuvre mais plutôt un bon divertissement.",1,0
882,"D'autres temps, d'autres coutumes. Maintenant il semble inconcevable (à l'exception des Islandais et des Japonais, ces infâmes) dans le monde d'aujourd'hui pour aller à la chasse aux baleines. Mais à ce moment-là, il fallait se réchauffer, comme nous le rappelle cette fantastique aventure maritime excitante d'extrême à extrême. Et comme dans ""Au milieu de la tempête,"" sortir de son village pendant longtemps pour apporter une caca d'huile de cétacé. ""Au cœur de l'océan"" nous raconte, cependant, une épopée fascinante dans laquelle Chris Hemsworth n'a jamais été aussi bon, portant son charisme à ce film bouleversant et vertigineux. En effet, nous sommes toujours tellement admirateurs de ces marins de l'ancien temps qu'ils allaient affronter tous les dangers dans leur fragile coquille de noix, comme Magellan, qui a donné sa vie pour nous ouvrir le chemin.",0,1
883,"Josh, un garçon de 12 ans, fait croire à son demi-frère de 8 ans qu'il est un enfant génétiquement modifié pour faire la guerre. Mais la blague finit par dérailler et Sam est convaincu qu'il doit aller au Canada pour devenir humain. Josh va devoir voyager avec lui pour qu'il ne lui arrive pas de malheur.... La réalisation est extrêmement paresseuse: la mise en scène est plate, l'entracte est basique, les prises de vue sans intérêt, les mouvements faibles et la profondeur de terrain pas intéressant. Le scénario est horrible: les raisons pour lesquelles Josh fait cette blague à son frère ne sont pas presque paresseux, donc pas crédibles.",1,0
884,Pas très motivateur,1,0
885,"Le film manque de moyens (les effets spéciaux ne sont pas vraiment réussis). Le script est assez simple et reprend les stéréotypes du fantasme. Le début est difficile à accepter parce que le film commence directement avec des duels à l'épée sans mettre le cadre et construire une histoire. Le pliage est mal fait et les acteurs poussent trop de cris, ce qui devient risible.",1,0
886,"Coco est une merveille de PIXAR. L'histoire est belle, amusante et touchante. Le scénario est inventif et bien frisé. Visuellement, il est super beau et très coloré. Lorsque l'animation est dominée à la fois, il ne peut donner qu'un chef-d'œuvre!",0,1
887,"Un film qui traite du conflit irakien à travers le regard de jeunes soldats dépassés par les événements qui vont commettre le pire. Par conséquent, rien d'innovateur, mais rien de décevant, si l'on ne s'attend pas beaucoup de lui.",1,0
888,"C'est très regrettable, parce que c'est une très bonne histoire, mais alors la réalisation, le jeu d'acteurs, et les effets visuels sont regrettables à un point de désolation...",1,0
889,De bons comédiens ne font pas un bon film... manque de crédibilité... c'est dommage parce que l'histoire pourrait être intéressante...,1,0
890,Film très agréable dans une famille qui lave ses vêtements sales après le retour du père ingrat. Il passe un moment agréable. Piccoli est très bon dans ce vieux papier qui perd la boule. Idem pour Kiberain qui a deux ou trois répliques savoureuses.,0,1
891,"Entre satire sur les relations entre hommes et femmes retournés, vision iconoclaste de la vie banlieusarde américaine et dimension fantastique lofoca,""Et l'homme a créé la femme"" (2004) est un film étrange, étrangement construit mais relativement attrayant. Nicole Kidman est parfaite en femme déstabilisée par ce monde environnant digne d'un magazine.",1,0
892,"Un film qui aurait voulu se défendre mais qui est vraiment raté. Tout d'abord par la forme: l'image est tendre, grise, mal encadrée, tandis que l'on est effectivement dans l'un des plus beaux spots des Caraibes, une petite station secrète connue de certains initiés: ""Les Terranes."" Tout est encadré dans un grand plan scié sur les visages de petite focale, comme il n'y a pas de fond, tout est flou. Un manque de technologie cinématographique évident. Ainsi la beauté de l'endroit ne semblait pas une fois. Il fallait le faire, et cette beauté aurait aussi expliqué la raison de la présence de touristes dans cet endroit. Retour à un endroit si beau pour ne pas le montrer. Les deux acteurs dominicains ne jouent pas juste, ne se sentent pas à l'aise, les deux acteurs dominicains du pays n'ont pas réussi, la fille pour être absolument pas crédible. Joue très mal, au contraire elle danse très bien la ""meringue"" leurs deux scènes de danse où elle se débarrasse bien, c'est très bon de son rapport avec la relation avec la relation avec la relation avec la relation avec la relation avec la relation avec la relation avec la relation avec la relation avec la relation avec la relation avec la relation",1,0
893,"J'aime les deux acteurs principaux, mais bon ""l'intrigue"" n'est pas terrible. Je me suis même endormi. Puis, pour me réveiller, je suis allé aux toilettes et je suis retourné, je demande à mon mari ce que j'ai manqué: ""rien."" En bref, ce n'est pas grand chose.",1,0
894,"Quelle joie de voir que, 20 ans plus tard, ce film maintient la même force d'émotion. Une mise en scène d'une totale élégance dans laquelle les fenêtres, les portes, les escaliers soulignent sans pathos l'enfermement des personnages dans des vies suspendues (Still lives). Destinations rudes où est suggérée la difficulté de vivre et où les chants familiaux comptent beaucoup plus que des dialogues soutenus. Et sur les beaux visages des interprètes, passent les émotions les plus vives avec délicatesse et une douleur émouvante. J'ai à nouveau envie de revoir ""The long day closes,"" deuxième film de Terence Davies, aussi belle que celle-ci.",0,1
895,"Comme son nom l'indique, il s'agit d'une comédie noire dans la maison américaine. L'ensemble du film donne l'impression que, malgré une bonne idée de départ, personne ne fait aucun effort pour faire autre chose qu'un film ordinaire, moyen, prévisible et à la fin fade. La direction des acteurs est presque inexistante, il semble presque dans un mauvais drame, tant les acteurs font des tonnes ou pas assez dans la même scène. Les dialogues sont médiocres, cependant ils devraient servir à l'humour noir du film, mais il est simplement téléphone et plat autant que possible. La mise en scène est mollassonne, ne parvient pas à créer atmosphère, rythme (qui est long entre chaque action), sans développer la psychologie des personnages, et beaucoup moins d'humour. Le réalisateur se concentre sur le personnage le plus commun du couple: le mari, lâche, libdineux et louant le succès à l'américaine, où seul le rôle de la femme est intriguant, personne maca et obsesivante entre chaque action, sans développer la psychologie des personnages, ni beaucoup moins humeur. Le réalisateur se concentre sur le film, mais pas dans le film, il ne connaît pas dans le film, le film, il n'est pas dans le film, il est connu dans le film, il n'est pas dans le film, comme dans le",1,0
896,Western second secteur ce film n'est pas vraiment à la hauteur d'un vrai western tout le monde est une merde dans ce grand film nar,1,0
897,"Pas futur pour la classe moyenne. Vu à la première à Saint Gilles Croix de Vie avec le réalisateur Fred Grivois. Un véritable film noir, tragique ou la sortie semble inévitable. Le match-pris des éclairages crée une véritable ambiance qui met en évidence le caractère obscur des acteurs. Un ovni dans le cinéma français. Un très bon moment.",0,1
898,"Le talent de Baz Lurhman sue déjà dans ce film. Une belle histoire d'amour qui naît d'une passion commune. Un peu comme dans Roméo + Juliet, deux êtres qui se séparent, se découvrent. Le sujet est dominé (tant dans les séquences de danse que dans les scènes intimes), l'histoire est belle, à défaut d'être vraiment original.",0,1
899,"Lent et doux. Nous sommes très loin de Buñuel, de sa sensualité explosive et de son perturbateur Jeanne Moreau. Tout le monde dit qu'il est très bon, ce n'est pas vrai. La bonne est trop bonne, la patronne est trop mauvaise. Eh bien, c'était la réalité à ce moment-là, et il en est toujours ainsi aujourd'hui dans certains pays. Mais aussi filmé plat, il est ennuyeux. Mais attention, c'est encore l'un des films les moins ennuyeux de Benoît Jacquot. Lea Seydoux est belle et joue bien, avec une résignation qui se sent au point de craquer. Mais en reproduisant aujourd'hui ce vieux roman de Octave Mirbeau, il fallait mettre plus de punch pour faire voir la colère face à l'esclavage. Ainsi, il n'est pas animé du tout, il est plat, c'est gnannan, et cela m'a ennuyé.",1,0
900,"Le Canadien Atom Egoyan Atom Egoyan est un habitué de Cannes, il était presque évident qu'ils le trouveraient dans la sélection de cette année avec Captives, son dernier film, un thriller qui parle d'enlèvement d'enfants. Il lui rappelle quelque chose? Oui, bien sûr, il rappelle Prisoners de Denis Villeuve, cet excellent film qui est sorti à la fin de l'année dernière. Manifestement, Captives souffre de la comparaison avec ce film, tant par la qualité de son interprétation que par la différence de mise en scène et de script entre les deux. Globalement, les deux films racontent la même histoire: un père veut trouver sa fille et se trouve avoir à agir lui-même au lieu de laisser cela à la police. On ne connaît pas très bien ce genre de script et même avec toute la sympathie que l'on peut avoir pour Ryan Reynolds ou Scott Speedman, ils sont beaucoup moins efficaces que Hugh Jackman et Jake Gyllenhaal. Ce qui pose vraiment un problème, ici, c'est aussi la bête absolue des révolutions qui interviennent à la police. Reyes peut avoir ce genre de Ryan pour le roi peut avoir la mauvaise scène et même pour Ryan pour Ryan pour Ryan pour Ryan, et même pour Ryan pour Ryan pour",1,0
901,"Un chef-d'œuvre pur de joueur de bout en bout, rien n'est laissé au hasard, et Andy lau parfait comme d'habitude.",0,1
902,"Une sorte de documentaire sur les terroristes et le gouvernement français. Un tiers du film est en arabe, le reste est long et sans action. La fin, une sorte de Twist ending n'arrive même pas à surprendre autant le film n'est pas captivant. Même les acteurs sont liés au second plan. Déçu d'un film français... pour changer.",1,0
